sentence_id,word,label
4,homossexual,B-PER
4,mulher,B-PER
4,garotos,B-PER
4,residência,B-LOC
4,localidade,B-LOC
4,jovem,B-PER
4,homessexual,I-PER
4,bairro,B-LOC
4,vasco,I-LOC
4,casa,B-LOC
4,rapaz,B-PER
4,menores,B-PER
4,lider,B-PER
4,travestis,B-PER
4,transeuntes,B-PER
4,lugares,B-LOC
4,travesti,B-PER
4,PEDÓFILO,I-PER
4,menores,B-PER
4,bairros,B-LOC
4,moradores,B-PER
4,localidade,B-LOC
4,testemunhas,B-PER
4,polícia,B-ORG
4,procurado,B-PER
4,polícia,B-ORG
4,civil,I-ORG
4,local,B-LOC
4,meliante,B-PER
4,familiares,B-PER
4,polícia,B-ORG
4,militar,I-ORG
4,civil,B-ORG
4,federal,B-ORG
5,estrada,B-LOC
5,guandu,I-LOC
5,sapê,I-LOC
5,bobs,B-ORG
5,Campo,B-LOC
5,Grande,I-LOC
5,RJ,I-LOC
5,eles,B-PER
5,usuários,B-PER
5,Diego,B-PER
5,bairro,B-LOC
5,Charles,I-LOC
5,Dickens,I-LOC
6,vítima,B-PER
6,Rua,B-LOC
6,Pinto,I-LOC
6,Teles,I-LOC
6,",",I-LOC
6,1231,I-LOC
6,Assaltante,B-PER
6,vítima,B-PER
7,Emanuel,B-PER
7,conhecido,I-PER
7,como,I-PER
7,Tico,I-PER
7,Assaltante,B-PER
7,vagabundo,B-PER
7,Rodovia,B-LOC
7,presidente,I-LOC
7,Dutra,I-LOC
7,altura,I-LOC
7,do,I-LOC
7,Motel,I-LOC
7,medieval,I-LOC
7,VAGABUNDO,B-PER
7,ELE,B-PER
8,policiais,B-PER
8,moradores,B-PER
8,crianças,B-PER
9,duque,B-LOC
9,de,I-LOC
9,caxias,I-LOC
9,complexo,B-LOC
9,da,I-LOC
9,mare,I-LOC
9,parque,B-LOC
9,uniao,I-LOC
11,TCP,B-ORG
11,ADA,B-ORG
11,Rua,B-LOC
11,Laurindo,I-LOC
11,Filho,I-LOC
11,Cavalcante,B-LOC
11,batalhão,B-ORG
11,bairro,B-LOC
12,Traficante,B-PER
12,Galo,I-PER
12,chefe,B-PER
12,vila,B-LOC
12,aliança,I-LOC
12,ele,B-PER
12,localidades,B-LOC
12,bope,B-ORG
12,choque,B-ORG
12,bac,B-ORG
12,eles,B-PER
12,favela,B-LOC
13,traficantes,B-PER
13,moradores,B-PER
14,morro,B-LOC
14,boa,I-LOC
14,vista,I-LOC
14,fonseca,B-LOC
14,Niterói,I-LOC
15,Rua,B-LOC
15,da,I-LOC
15,Torre,I-LOC
15,rua,B-LOC
15,Marques,I-LOC
15,de,I-LOC
15,Abrantes,I-LOC
15,bar,B-LOC
15,do,I-LOC
15,sansao,I-LOC
15,homem,B-PER
15,armado,I-PER
15,policial,B-PER
16,vila,B-LOC
16,São,I-LOC
16,José,I-LOC
16,bairro,I-LOC
16,Pantanal,I-LOC
16,ladrão,B-PER
16,Ricardinho,B-PER
16,elementos,B-PER
16,armados,I-PER
16,região,B-LOC
16,cúmplice,B-PER
16,assessor,B-PER
16,do,I-PER
16,vereador,I-PER
16,Guilherme,I-PER
16,Artur,B-PER
17,homens,B-PER
17,rua,B-LOC
18,comunidade,B-LOC
18,da,I-LOC
18,palmeira,I-LOC
18,morro,B-LOC
18,santo,I-LOC
18,cristo,I-LOC
18,niteroi,B-LOC
18,PM,B-ORG
18,Eles,B-PER
18,região,B-LOC
18,oceanica,I-LOC
18,de,I-LOC
18,niteroi,I-LOC
19,viaduto,B-LOC
19,são,I-LOC
19,Pedro,I-LOC
19,Botafogo,B-LOC
19,praça,B-LOC
19,de,I-LOC
19,santo,I-LOC
19,Cristo,I-LOC
20,motorista,B-PER
21,Homens,B-PER
21,armados,I-PER
22,rua,B-LOC
22,barao,I-LOC
22,de,I-LOC
22,Petropolis,I-LOC
22,Rio,B-LOC
22,comprido,I-LOC
22,moradores,B-PER
22,casa,B-LOC
22,marginais,B-PER
23,Mara,B-PER
23,Dodô,B-PER
23,homens,B-PER
23,policial,B-PER
23,são,B-LOC
23,João,I-LOC
23,de,I-LOC
23,Meriti,I-LOC
23,largo,B-LOC
23,do,I-LOC
23,Guedes,I-LOC
23,eles,B-PER
23,morro,B-LOC
23,do,I-LOC
23,amor,I-LOC
23,iris,B-LOC
23,morro,B-LOC
23,do,I-LOC
23,fumace,I-LOC
23,venda,B-LOC
23,velha,I-LOC
24,gente,B-PER
24,rua,B-LOC
25,homens,B-PER
25,policial,B-PER
25,são,B-LOC
25,João,I-LOC
25,de,I-LOC
25,Meriti,I-LOC
25,morro,B-LOC
25,do,I-LOC
25,amor,I-LOC
25,jardim,B-LOC
25,iris,I-LOC
25,Mara,B-PER
25,do,I-PER
25,santuário,I-PER
25,titio,B-PER
25,Dodô,B-PER
26,local,B-LOC
27,YouTube,B-ORG
27,Facebook,B-ORG
27,Indivíduo,B-PER
27,Lúcio,B-PER
27,Cláudio,I-PER
27,Lima,I-PER
27,Morro,B-LOC
27,Casa,I-LOC
27,Branca,I-LOC
27,R,B-LOC
27,.,I-LOC
27,São,I-LOC
27,Miguel,I-LOC
27,118/130,I-LOC
27,Marechal,B-LOC
27,Trompovisky,I-LOC
27,Av,B-LOC
27,.,I-LOC
27,Maracanã,I-LOC
27,Tijuca,B-LOC
28,passarela,B-LOC
28,da,I-LOC
28,barra,I-LOC
28,local,B-LOC
29,Marginais,B-PER
29,armados,I-PER
29,condomínio,B-LOC
29,habitacional,I-LOC
29,minha,I-LOC
29,casa,I-LOC
29,minha,I-LOC
29,vida,I-LOC
29,moradores,B-PER
29,ruas,B-LOC
29,bairro,B-LOC
29,ruas,B-LOC
30,três,B-PER
30,vagabundos,I-PER
30,residências,B-LOC
30,pessoas,B-PER
30,rua,B-LOC
30,José,I-LOC
30,Marques,I-LOC
30,centro,I-LOC
30,queimados,I-LOC
30,vagabundos,B-PER
30,usuários,B-PER
30,de,I-PER
30,drogas,I-PER
30,Vandinho,B-PER
30,Maicon,B-PER
30,homem,B-PER
30,jovem,I-PER
30,negro,I-PER
30,ex,B-PER
30,presidiário,I-PER
30,Ambos,B-PER
30,moradores,B-PER
30,rua,B-LOC
30,Maicon,B-PER
30,sr,B-PER
30,Severino,I-PER
30,rua,B-LOC
31,Bar,I-LOC
31,da,I-LOC
31,da,I-LOC
31,Sônia,I-LOC
31,Rua,B-LOC
31,Carolina,I-LOC
31,Nunes,I-LOC
31,em,I-LOC
31,frente,I-LOC
31,ao,I-LOC
31,campo,I-LOC
31,da,I-LOC
31,caixa,I-LOC
31,água,I-LOC
31,Vilá,B-LOC
31,Tiradentes,I-LOC
31,são,B-LOC
31,João,I-LOC
31,de,I-LOC
31,Meriti,I-LOC
31,21bpm,B-ORG
32,traficantes,B-PER
32,comunidade,B-LOC
32,comunidade,B-LOC
32,vizinha,I-LOC
32,Deodoro,B-LOC
32,SEST/SENAT,B-ORG
32,traficantes,B-PER
32,eles,B-PER
32,suspeitos,B-PER
32,eles,B-PER
32,comunidade,B-LOC
32,bar,B-LOC
33,jovem,B-PER
34,rua,B-LOC
34,são,I-LOC
34,Francisco,I-LOC
34,de,I-LOC
34,Assis,I-LOC
34,bairro,B-LOC
34,de,I-LOC
34,Tomazinho,I-LOC
34,são,B-LOC
34,João,I-LOC
34,de,I-LOC
34,Meriti,I-LOC
34,ruas,B-LOC
34,polícia,B-ORG
34,prefeitura,B-ORG
34,local,B-LOC
34,eles,B-PER
34,polícia,B-ORG
34,bandidagem,B-PER
35,parque,B-LOC
35,união,I-LOC
35,complexo,B-LOC
35,da,I-LOC
35,maré,I-LOC
36,Rua,B-LOC
36,Morrinhos,I-LOC
36,com,I-LOC
36,Formosa,I-LOC
36,Vila,B-LOC
36,Zulmira,I-LOC
36,São,B-LOC
36,João,I-LOC
36,de,I-LOC
36,Meriti,I-LOC
36,Marginais,B-PER
37,TRAFICANTES,B-PER
37,AV,B-LOC
37,JULIO,I-LOC
37,LIMA,I-LOC
37,BAIRRO,B-LOC
37,SANTA,I-LOC
37,LUZIA,I-LOC
37,SAO,B-LOC
37,GONÇALO,I-LOC
37,.,I-LOC
37,RJ,I-LOC
38,rua,B-LOC
38,cabucu,I-LOC
39,Bandidos,B-PER
39,morro,B-LOC
39,fugidos,B-PER
39,zona,B-LOC
39,norte,I-LOC
39,cidade,B-LOC
39,de,I-LOC
39,deus,I-LOC
40,Negão,B-PER
40,dois,B-PER
40,filhos,I-PER
41,elementos,B-PER
41,armados,I-PER
42,Homens,B-PER
42,armados,I-PER
43,traficantes,B-PER
43,bairro,B-LOC
43,Caxambu,I-LOC
43,Petrópolis,B-LOC
44,homem,B-PER
44,juiza,B-PER
44,Raquel,I-PER
44,49a,B-ORG
44,Vara,I-ORG
44,do,I-ORG
44,Trabalho,I-ORG
45,Homens,B-PER
45,armados,I-PER
45,meliantes,B-PER
46,rua,B-LOC
46,Luciene,I-LOC
46,villa,I-LOC
46,França,I-LOC
46,da,I-LOC
46,Silveira,I-LOC
46,número,I-LOC
46,61,I-LOC
46,avenida,B-LOC
46,fuscão,I-LOC
46,116,I-LOC
46,casa,B-LOC
46,da,I-LOC
46,Fátima,I-LOC
46,ela,B-PER
46,Daiene,B-PER
46,Marcelo,B-PER
47,Traficante,B-PER
47,vulgo,I-PER
47,Foguinho,I-PER
47,Rua,B-LOC
47,Gregorio,I-LOC
47,de,I-LOC
47,Matos,I-LOC
47,moradores,B-PER
47,pais,B-PER
47,de,I-PER
47,família,I-PER
47,comunidade,B-LOC
47,da,I-LOC
47,localidade,I-LOC
47,menor,B-PER
47,Traficante,B-PER
47,da,I-PER
47,localidade,I-PER
48,rua,B-LOC
48,tupinambás,I-LOC
48,108,I-LOC
48,nova,B-LOC
48,Iguaçu,I-LOC
48,Honda,B-ORG
48,Suzuki,B-ORG
49,moradores,B-PER
49,190,B-ORG
49,polícia,B-ORG
51,cidadão,B-PER
51,local,B-LOC
51,moradores,B-PER
52,jovens,B-PER
52,vizinhos,B-PER
52,Hugo,B-PER
52,Freitas,I-PER
52,Hugo,B-PER
52,Freitas,I-PER
52,casa,B-LOC
52,responsável,B-PER
52,jovens,B-PER
52,Duque,B-LOC
52,de,I-LOC
52,Caxias,I-LOC
52,Jardim,B-LOC
52,Olavo,I-LOC
52,Bilac,I-LOC
52,São,B-LOC
52,João,I-LOC
52,de,I-LOC
52,Meriti,I-LOC
53,morador,B-PER
53,vila,B-LOC
53,moradores,B-PER
53,vila,B-LOC
53,moradores,B-PER
53,polícia,B-ORG
53,alguém,B-PER
54,Rua,B-LOC
54,Olga,I-LOC
54,Bonsucesso,B-LOC
55,YouTube,B-ORG
55,Facebook,B-ORG
55,Indivíduo,B-PER
55,Lúcio,B-PER
55,Cláudio,I-PER
55,Lima,I-PER
55,Morro,B-LOC
55,Casa,I-LOC
55,Branca,I-LOC
55,R,B-LOC
55,.,I-LOC
55,São,I-LOC
55,Miguel,I-LOC
55,118/130,I-LOC
55,Marechal,B-LOC
55,Trompovisky,I-LOC
55,próximo,I-LOC
55,Av,B-LOC
55,.,I-LOC
55,Maracanã,I-LOC
55,Tijuca,I-LOC
56,favelinha,B-LOC
56,no,I-LOC
56,vila,I-LOC
56,3,I-LOC
56,esquina,B-LOC
56,dá,I-LOC
56,aldrovando,I-LOC
56,pena,I-LOC
56,Nonato,B-PER
56,Farias,I-PER
56,girão,B-LOC
56,Barroso,I-LOC
57,moradores,B-PER
57,Rua,B-LOC
57,Gilberto,I-LOC
57,José,I-LOC
57,Peixoto,I-LOC
57,",",I-LOC
57,130,I-LOC
57,",",I-LOC
57,casa,I-LOC
57,101,I-LOC
57,são,I-LOC
57,parentes,B-PER
57,irmã,B-PER
57,sobrinha,B-PER
57,cunhado,B-PER
57,advogada,B-PER
57,Katia,I-PER
57,Frias,I-PER
57,advogada,B-PER
57,Ana,I-PER
57,Paula,I-PER
57,Dias,I-PER
57,Lima,I-PER
57,moradores,B-PER
57,moradores,B-PER
57,Rayane,B-PER
57,Elaine,B-PER
57,Francisco,B-PER
57,policiais,B-PER
57,civis,I-PER
57,militares,B-PER
57,grupos,B-PER
57,de,I-PER
57,Extermínio,I-PER
57,Bonde,B-PER
57,do,I-PER
57,Toni,I-PER
57,Liga,B-ORG
57,da,I-ORG
57,Justiça,I-ORG
57,Associação,B-ORG
57,Novo,I-ORG
57,Campo,I-ORG
57,Grande,I-ORG
57,Rayane,B-PER
57,Elaine,B-PER
57,Francisco,B-PER
57,advogada,B-PER
57,Ana,I-PER
57,Paula,I-PER
57,Dias,I-PER
57,Lima,I-PER
57,Rayane,B-PER
57,Associação,B-ORG
57,Novo,I-ORG
57,Campo,I-ORG
57,Grande,I-ORG
57,Dra,B-PER
57,.,I-PER
57,Ana,I-PER
57,Paula,I-PER
57,Dias,I-PER
57,Lima,I-PER
57,Presidente,B-PER
57,Associação,B-ORG
57,delegados,B-PER
57,35,B-ORG
57,DP,I-ORG
57,grupos,B-PER
57,terroristas,I-PER
58,Traficantes,B-PER
58,morro,B-LOC
58,da,I-LOC
58,Caixa,I-LOC
58,d'água,I-LOC
58,no,I-LOC
58,vila,I-LOC
58,3,I-LOC
58,aldrovando,B-LOC
58,pena,I-LOC
58,Nonato,B-PER
58,Farias,I-PER
58,girão,B-LOC
58,Barroso,I-LOC
59,jovens,B-PER
59,Garotos,B-PER
60,estação,B-LOC
60,do,I-LOC
60,BRT,I-LOC
60,campinho,B-LOC
60,Cracolândia,B-LOC
60,eles,B-PER
60,paroquia,B-LOC
60,N,I-LOC
60,S,I-LOC
60,da,I-LOC
60,Conceição,I-LOC
60,pessoas,B-PER
60,curiosa,B-PER
60,imóvel,B-LOC
60,paroquia,B-LOC
60,eles,B-PER
60,padre,B-PER
60,eles,B-PER
60,Cracolândia,B-LOC
60,Jacaré,B-LOC
61,MERCK,B-LOC
61,PM,B-ORG
62,pessoas,B-PER
62,armada,I-PER
62,moradores,B-PER
62,traficantes,B-PER
62,área,B-LOC
62,vinjerak,I-LOC
62,povo,B-PER
62,criminosos,B-PER
62,rua,B-LOC
62,centro,B-LOC
62,de,I-LOC
62,Paracambi,I-LOC
62,rj,I-LOC
63,Charles,B-PER
63,miliciano,I-PER
63,morador,B-PER
63,menor,B-PER
64,Jovens,B-PER
64,casa,B-LOC
64,rua,B-LOC
64,helio,I-LOC
64,alecrim,I-LOC
64,São,B-LOC
64,pedro,I-LOC
64,da,I-LOC
64,aldeia,I-LOC
64,eles,B-PER
64,casa,B-LOC
65,bandidos,B-PER
65,morro,B-LOC
65,da,I-LOC
65,fé,I-LOC
65,morro,B-LOC
65,do,I-LOC
65,trem,I-LOC
65,ipase,B-LOC
65,polícia,B-ORG
65,Eu,B-PER
65,moradora,B-PER
65,prédios,B-LOC
65,Eles,B-PER
65,polícias,B-ORG
65,eles,B-PER
66,rua,B-LOC
66,rapaz,B-PER
66,casa,B-LOC
66,casa,B-LOC
66,ele,B-PER
67,itaoca,B-LOC
67,bairro,B-LOC
67,de,I-LOC
67,sao,I-LOC
67,Gonçalo,I-LOC
67,traficantes,B-PER
67,complexo,B-LOC
67,do,I-LOC
67,Salgueiro,I-LOC
67,bairro,B-LOC
67,d,I-LOC
67,itaoca,I-LOC
67,campo,B-LOC
67,moradores,B-PER
67,rádio,B-ORG
67,tupi,I-ORG
68,Vossa,B-PER
68,Excelência,I-PER
69,rua,B-LOC
69,TAURUS,I-LOC
69,MORADORES,B-PER
69,rua,B-LOC
69,TAURUS,I-LOC
69,LOTE,I-LOC
69,SEUS,I-LOC
69,Q7ADRA,I-LOC
69,F,I-LOC
69,POLICIA,B-ORG
69,ROĎRIGO,B-PER
69,VUGO,I-PER
69,BUCHEXA,I-PER
69,VINIUS,I-PER
69,LUCAS,B-PER
69,VUGO,I-PER
69,NEGO,I-PER
69,BOBO,I-PER
69,TAURUS,B-LOC
69,POLICIA,B-ORG
69,Eles,B-PER
69,rua,B-LOC
69,eu,B-PER
69,pai,B-PER
69,rua,B-LOC
69,TAURUS,I-LOC
70,grupo,B-PER
70,de,I-PER
70,polícias,I-PER
70,militares,I-PER
70,empresas,B-ORG
70,de,I-ORG
70,transporte,I-ORG
70,Rio-Santos,B-LOC
70,Campo,B-LOC
70,Grande,I-LOC
71,Bandidos,B-PER
71,armados,I-PER
71,casa,B-LOC
71,rua,B-LOC
71,João,I-LOC
71,Maurício,I-LOC
71,campos,I-LOC
71,de,I-LOC
71,medeiros,I-LOC
71,esquina,B-LOC
71,rua,B-LOC
71,Maria,I-LOC
71,do,I-LOC
71,nascimento,I-LOC
71,bairros,B-LOC
71,do,I-LOC
71,coelho,I-LOC
71,e,I-LOC
71,jóquei,I-LOC
71,club,I-LOC
71,São,B-LOC
71,Gonçalo,I-LOC
71,local,B-LOC
71,Eles,B-PER
71,casa,B-LOC
71,casa,B-LOC
71,jóquei,B-LOC
71,club,I-LOC
72,Homem,B-PER
72,armado,I-PER
72,rua,B-LOC
72,Victoria,I-LOC
72,em,I-LOC
72,piabeta,I-LOC
72,Magé,B-LOC
72,RJ,I-LOC
72,Homem,B-PER
73,rua,B-LOC
73,Júlio,I-LOC
73,César,I-LOC
73,Oliveira,B-PER
73,Ribeiro,I-PER
73,Bangu,B-LOC
73,dois,B-PER
73,elementos,I-PER
73,vítimas,B-PER
73,eles,B-PER
73,vítimas,B-PER
73,mulheres,B-PER
73,trabalhadores,B-PER
73,meninos,B-PER
73,passarela,B-LOC
73,av,B-LOC
73,.,I-LOC
73,Santa,I-LOC
73,cruz,I-LOC
73,rua,B-LOC
73,agrícola,I-LOC
73,fábrica,B-ORG
73,de,I-ORG
73,guaraná,I-ORG
73,MUZZY,I-ORG
74,Vila,B-LOC
74,Abraão,I-LOC
74,Ilha,I-LOC
74,Grande,I-LOC
74,traficantes,B-PER
74,turista,B-PER
74,marginal,B-PER
74,comunidade,B-LOC
74,turista,B-PER
74,vagabundo,B-PER
75,Rosemar,B-PER
75,Marques,I-PER
75,Sampaio,I-PER
75,assassinos,B-PER
76,Vidinho,B-PER
77,ruas,B-LOC
77,Senai,B-ORG
77,rua,B-LOC
77,Tiradentes,I-LOC
77,moradores,B-PER
77,pessoas,B-PER
77,crianças,B-PER
77,policial,B-PER
77,Rotatória,B-LOC
77,do,I-LOC
77,BRT,I-LOC
78,traficantes,B-PER
78,rua,B-LOC
78,danton,I-LOC
78,coelho,I-LOC
78,rua,B-LOC
78,general,I-LOC
78,edigar,I-LOC
78,costa,I-LOC
78,sacramento,B-LOC
78,sao,B-LOC
78,gonçalo,I-LOC
79,UPP,B-ORG
79,penha,B-LOC
79,morro,B-LOC
79,da,I-LOC
79,fé,I-LOC
79,local,B-LOC
80,rua,B-LOC
80,barao,I-LOC
80,de,I-LOC
80,Petropolis,I-LOC
80,bairro,B-LOC
80,Rio,I-LOC
80,comprido,I-LOC
80,favelinha,B-LOC
80,rua,B-LOC
80,sem,I-LOC
80,saída,I-LOC
80,local,B-LOC
80,bandidos,B-PER
81,rua,B-LOC
81,Jeremias,I-LOC
81,rua,B-LOC
81,israel,I-LOC
81,homens,B-PER
81,armados,I-PER
81,cidade,B-LOC
81,de,I-LOC
81,deus,I-LOC
82,Vagabundos,B-PER
82,infiltrados,I-PER
82,rua,B-LOC
82,criminosos,B-PER
82,Eles,B-PER
82,rua,B-LOC
82,72,I-LOC
82,bairro,B-LOC
82,Jardim,I-LOC
82,Catarina,I-LOC
82,pequena,B-LOC
82,casa,I-LOC
82,traficantes,B-PER
82,rapaz,B-PER
82,rua,B-LOC
82,estado,B-ORG
82,eles,B-PER
82,olheiros,B-PER
82,Nós,B-PER
83,moradores,B-PER
83,maré,B-LOC
83,tatajuba,B-LOC
83,nova,B-LOC
83,Holanda,I-LOC
83,baixa,B-LOC
84,vc,B-PER
84,polícia,B-ORG
84,24,B-ORG
84,batalhão,I-ORG
84,190,B-ORG
84,morador,B-PER
84,centro,B-LOC
84,de,I-LOC
84,queimados,I-LOC
84,RJ,I-LOC
84,meu,B-PER
84,país,I-PER
84,idoso,I-PER
84,200,B-PER
84,moto,I-PER
84,táxi,I-PER
84,minha,B-LOC
84,casa,I-LOC
84,morro,B-LOC
84,são,B-LOC
84,Simão,I-LOC
84,caixa,B-LOC
84,d'água,I-LOC
84,centro,B-LOC
84,dá,I-LOC
84,cidade,I-LOC
84,moto,B-PER
84,táxi,I-PER
84,ela,B-PER
84,cidade,B-LOC
84,vc,B-PER
85,favela,B-LOC
85,do,I-LOC
85,palmeirinha,I-LOC
85,três,B-PER
85,mortos,I-PER
85,traficante,B-PER
85,Bruno,I-PER
85,da,I-PER
85,Silva,I-PER
85,loureiro,I-PER
85,coronel,B-PER
85,dono,B-PER
85,do,I-PER
85,tráfico,I-PER
85,favela,B-LOC
85,do,I-LOC
85,muquico,I-LOC
85,cadeia,B-LOC
85,favela,B-LOC
85,do,I-LOC
85,palmeirinha,I-LOC
85,três,B-PER
85,mortos,I-PER
85,comunidade,B-LOC
85,Gomes,B-PER
85,chaves,B-PER
85,furioso,B-PER
85,coronel,B-PER
85,coronel,B-PER
85,comunidade,B-LOC
86,bandidos,B-PER
86,Morro,B-LOC
86,do,I-LOC
86,céu,I-LOC
86,Niterói,B-LOC
86,moradores,B-PER
86,ititioca,B-LOC
88,Pizzaria,B-LOC
88,beijo,I-LOC
88,beijo,I-LOC
88,Grajaú,B-LOC
88,rua,B-LOC
88,Eng,I-LOC
88,Richard,I-LOC
88,rua,I-LOC
88,gurupi,I-LOC
88,meliante,B-PER
88,segurança,B-PER
88,policial,B-PER
88,aposentado,I-PER
88,bandido,B-PER
88,apelido,B-PER
88,de,I-PER
88,do,I-PER
88,mau,I-PER
88,morro,B-LOC
88,do,I-LOC
88,encontro,I-LOC
88,Grajaú,B-LOC
88,Jacarepaguá,I-LOC
88,segunda,B-LOC
88,passarela,I-LOC
88,Pizzaria,B-LOC
88,comparsa,B-PER
88,dele,I-PER
88,segurança,B-PER
88,Silvio,I-PER
88,o,B-PER
88,do,I-PER
88,mau,I-PER
88,segurança,B-PER
88,Silvio,I-PER
88,bandido,B-PER
88,segurança,B-PER
88,todos,B-PER
90,polícia,B-ORG
90,vila,B-LOC
90,3,I-LOC
90,favelinha,B-LOC
90,rua,B-LOC
90,aldrovando,I-LOC
90,pena,I-LOC
90,Nonato,I-LOC
90,Farias,I-LOC
90,muleques,B-PER
90,rua,B-LOC
90,Nonato,I-LOC
90,Farias,I-LOC
90,polícia,B-ORG
90,girão,B-LOC
90,Barroso,I-LOC
90,rua,B-LOC
90,principal,I-LOC
90,povo,B-PER
90,de,I-PER
90,bem,I-PER
90,enxugadores,B-PER
90,de,I-PER
90,gelo,I-PER
91,facebook,B-ORG
91,pessoas,B-PER
92,INSATISFEITOS,B-PER
92,POLICIAIS,B-PER
92,CIVIS,I-PER
92,39ª,B-ORG
92,DP,I-ORG
92,PAVUNA,B-LOC
92,FEIRA,B-LOC
92,DA,I-LOC
92,PAVUNA,I-LOC
92,TRAFICANTES,B-PER
92,DA,I-PER
92,PEDREIRA,I-PER
92,INTEGRANTES,B-PER
92,ADA,B-ORG
92,DELEGACIA,B-ORG
92,POLICIAL,B-PER
92,CIVIL,I-PER
92,“WILLIAM”,I-PER
92,“DIDI”,B-PER
92,MORADOR,B-PER
92,PAVUNA,B-LOC
92,TRAFICANTES,B-PER
93,casa,B-LOC
93,pessoas,B-PER
93,visitas,B-PER
93,Rua,B-LOC
93,Vilela,I-LOC
93,Tavares,I-LOC
93,na,I-LOC
93,altura,I-LOC
93,do,I-LOC
93,número,I-LOC
93,374,I-LOC
93,bandidos,B-PER
93,pessoa,B-PER
93,comunidade,B-LOC
93,rua,B-LOC
93,Vilela,I-LOC
93,Tavares,I-LOC
93,374,I-LOC
93,pessoas,B-PER
93,imóvel,B-LOC
94,Rj,B-LOC
94,estabelecimento,B-LOC
94,estrada,B-LOC
94,do,I-LOC
94,Mato,I-LOC
94,Alto,I-LOC
94,rua,B-LOC
94,da,I-LOC
94,pedreira,I-LOC
94,Kikos,B-LOC
94,lanches,I-LOC
95,traficante,B-PER
95,loirinho,I-PER
95,morro,B-LOC
95,do,I-LOC
95,Castelar,I-LOC
95,autor,B-PER
95,policial,B-PER
95,civil,I-PER
95,rua,B-LOC
95,atrás,I-LOC
95,do,I-LOC
95,hospital,I-LOC
95,do,I-LOC
95,Joca,I-LOC
95,Belford,B-LOC
95,roxo,I-LOC
95,Ele,B-PER
95,ele,B-PER
95,rua,B-LOC
95,Agostinho,I-LOC
95,Vitório,I-LOC
95,campo,B-LOC
95,do,I-LOC
95,morro,I-LOC
96,dono,B-PER
96,do,I-PER
96,carro,I-PER
96,dono,B-PER
96,da,I-PER
96,loja,I-PER
96,casa,B-LOC
97,vila,B-LOC
97,São,I-LOC
97,José,I-LOC
97,rua,B-LOC
97,nabuco,I-LOC
97,de,I-LOC
97,freitas,I-LOC
97,110,I-LOC
97,casa,B-LOC
97,do,I-LOC
97,tino,I-LOC
97,Ele,B-PER
97,bar,B-LOC
97,casa,B-LOC
97,rua,B-LOC
97,nabuco,I-LOC
97,de,I-LOC
97,freitas,I-LOC
97,caras,B-PER
97,eles,B-PER
97,vila,B-LOC
97,São,I-LOC
97,José,I-LOC
97,São,B-LOC
97,Diogo,I-LOC
97,beco,B-LOC
97,das,I-LOC
97,escadinhas,I-LOC
97,rua,B-LOC
97,morador,B-PER
97,motoristas,B-PER
97,bar,B-LOC
97,do,I-LOC
97,Carlinhos,I-LOC
97,bar,B-LOC
97,do,I-LOC
97,seu,I-LOC
97,Sebastião,I-LOC
97,moradores,B-PER
97,polícia,B-ORG
97,militar,I-ORG
97,rua,B-LOC
97,da,I-LOC
97,América,I-LOC
97,nabuco,B-LOC
97,de,I-LOC
97,freitas,I-LOC
