sentence_id,word,label
4,com,O
4,seu,O
4,ex,B-PER
4,companheiro,I-PER
4,no,O
4,crime,O
4,contra,O
4,um,O
4,policial,B-PER
4,morto,O
4,entre,O
4,2008,O
4,e,O
4,2013,O
4,no,O
4,bairro,B-LOC
4,do,I-LOC
4,vasco,I-LOC
4,em,O
4,belford,B-LOC
4,roxo,I-LOC
4,",",O
4,que,O
4,alguns,O
4,anos,O
4,até,O
4,hoje,O
4,está,O
4,solto,O
4,novamente,O
4,morando,O
4,na,O
4,rua,B-LOC
4,impala,I-LOC
4,",",I-LOC
4,número,I-LOC
4,5,I-LOC
4,",",O
4,bairro,B-LOC
4,de,I-LOC
4,parque,I-LOC
4,amorim,I-LOC
4,também,O
4,em,O
4,belford,B-LOC
4,roxo,I-LOC
4,está,O
4,a,O
4,atrair,O
4,os,O
4,garotos,B-PER
4,entre,O
4,11,O
4,e,O
4,17,O
4,anos,O
4,para,O
4,a,O
4,residência,B-LOC
4,",",O
4,em,O
4,troca,O
4,de,O
4,sexo,O
4,oferece,O
4,drogas,O
4,",",O
4,roupas,O
4,de,O
4,marca,O
4,e,O
4,dinheiro,O
4,para,O
4,abusar,O
4,de,O
4,crianças,B-PER
4,.,O
4,usando,O
4,do,O
4,dinheiro,O
4,de,O
4,roubos,O
4,de,O
4,celulares,O
4,na,O
4,Quinta,B-LOC
4,da,I-LOC
4,boa,I-LOC
4,vista,I-LOC
4,",",O
4,madureira,B-LOC
4,",",O
4,lapa,B-LOC
4,e,O
4,duque,B-LOC
4,de,I-LOC
4,caxias,I-LOC
4,como,O
4,chamariz,O
4,.,O
4,o,O
4,homossexual,B-PER
4,vestido,O
4,de,O
4,mulher,B-PER
4,",",O
4,cabelos,O
4,negros,O
4,cumpridos,O
4,tem,O
4,uma,O
4,marca,O
4,de,O
4,queimadura,O
4,marcante,O
4,no,O
4,pescoço,O
4,e,O
4,está,O
4,sempre,O
4,na,O
4,companhia,O
4,de,O
4,garotos,B-PER
4,em,O
4,sua,O
4,residência,B-LOC
4,",",O
4,muito,O
4,conhecido,O
4,e,O
4,temido,O
4,na,O
4,localidade,B-LOC
4,por,O
4,usar,O
4,armas,O
4,brancas,O
4,como,O
4,gilete,O
4,",",O
4,navalha,O
4,",",O
4,estilete,O
4,e,O
4,facas,O
4,",",O
4,já,O
4,arrancou,O
4,a,O
4,orelha,O
4,de,O
4,um,O
4,jovem,B-PER
4,homessexual,I-PER
4,em,O
4,uma,O
4,parada,O
4,gay,O
4,no,O
4,bairro,B-LOC
4,vasco,I-LOC
4,",",O
4,em,O
4,sua,O
4,casa,B-LOC
4,e,O
4,farto,O
4,material,O
4,pornográfico,O
4,",",O
4,como,O
4,revistas,O
4,e,O
4,DVDs,O
4,",",O
4,drogas,O
4,além,O
4,de,O
4,objetos,O
4,que,O
4,o,O
4,rapaz,B-PER
4,usava,O
4,",",O
4,como,O
4,calcinhas,O
4,",",O
4,peruca,O
4,e,O
4,outros,O
4,apetrechos,O
4,femininos,O
4,.,O
4,várias,O
4,latas,O
4,de,O
4,cervejas,O
4,",",O
4,evidenciando,O
4,o,O
4,consumo,O
4,de,O
4,bebidas,O
4,alcoólicas,O
4,pelos,O
4,menores,B-PER
4,.,O
4,o,O
4,mesmo,O
4,e,O
4,lider,B-PER
4,de,O
4,uma,O
4,gangue,O
4,de,O
4,travestis,B-PER
4,que,O
4,faz,O
4,assalto,O
4,a,O
4,transeuntes,B-PER
4,nos,O
4,lugares,B-LOC
4,informados,O
4,aqui,O
4,nessa,O
4,denúncia,O
4,.,O
4,travesti,B-PER
4,PEDÓFILO,I-PER
4,",",O
4,aliciar,O
4,menores,B-PER
4,de,O
4,todos,O
4,os,O
4,bairros,B-LOC
4,",",O
4,todos,O
4,moradores,B-PER
4,da,O
4,localidade,B-LOC
4,são,O
4,testemunhas,B-PER
4,e,O
4,podem,O
4,provar,O
4,informações,O
4,e,O
4,.,O
4,existe,O
4,inquérito,O
4,abertos,O
4,contra,O
4,o,O
4,mesmo,O
4,como,O
4,exemplo,O
4,por,O
4,outroscrimes,O
4,",",O
4,como,O
4,estupro,O
4,e,O
4,atentado,O
4,violento,O
4,ao,O
4,pudor,O
4,e,O
4,até,O
4,tentativa,O
4,de,O
4,assassinato,O
4,o,O
4,mesmo,O
4,diz,O
4,não,O
4,ter,O
4,medo,O
4,da,O
4,polícia,B-ORG
4,e,O
4,da,O
4,justiça,O
4,",",O
4,e,O
4,perigoso,O
4,e,O
4,procurado,B-PER
4,pela,O
4,polícia,B-ORG
4,civil,I-ORG
4,que,O
4,já,O
4,esteve,O
4,no,O
4,local,B-LOC
4,e,O
4,não,O
4,encontrou,O
4,o,O
4,meliante,B-PER
4,",",O
4,pois,O
4,trabalha,O
4,na,O
4,prostituição,O
4,até,O
4,1,O
4,hora,O
4,da,O
4,manhã,O
4,com,O
4,sua,O
4,gangue,O
4,.,O
4,horários,O
4,possíveis,O
4,de,O
4,ser,O
4,localizado,O
4,entre,O
4,2,O
4,da,O
4,madrugada,O
4,e,O
4,14,O
4,hs,O
4,todos,O
4,os,O
4,dias,O
4,.,O
4,familiares,B-PER
4,moram,O
4,do,O
4,lado,O
4,do,O
4,endereço,O
4,aqui,O
4,informado,O
4,.,O
4,em,O
4,nome,O
4,do,O
4,Processo,O
4,Penal,O
4,.,O
4,Direitos,O
4,da,O
4,Criança,O
4,e,O
4,do,O
4,Adolescente,O
4,realizo,O
4,essa,O
4,denúncia,O
4,para,O
4,ajudar,O
4,a,O
4,acabar,O
4,com,O
4,esses,O
4,tipos,O
4,de,O
4,crime,O
4,de,O
4,uma,O
4,vez,O
4,por,O
4,todas,O
4,e,O
4,confio,O
4,na,O
4,justiça,O
4,e,O
4,polícia,B-ORG
4,militar,I-ORG
4,",",O
4,civil,B-ORG
4,e,O
4,federal,B-ORG
4,.,O
4,fotos,O
4,do,O
4,travestir,O
4,procurado,O
4,rede,O
4,social,O
4,https,O
4,:,O
4,//www,O
4,.,O
4,facebook,O
4,.,O
4,com/nicole,O
4,.,O
4,straysse,O
4,?,O
4,fref=ts,O
5,Eu,O
5,denuncio,O
5,o,O
5,moto,O
5,táxi,O
5,da,O
5,estrada,B-LOC
5,guandu,I-LOC
5,sapê,I-LOC
5,em,O
5,frente,O
5,o,O
5,bobs,B-ORG
5,em,O
5,Campo,B-LOC
5,Grande,I-LOC
5,RJ,I-LOC
5,",",O
5,eles,B-PER
5,são,O
5,disk,O
5,droga,O
5,.,O
5,.,O
5,Os,O
5,usuários,B-PER
5,liga,O
5,e,O
5,eles,O
5,entrega,O
5,a,O
5,droga,O
5,Conhecido,O
5,como,O
5,Diego,B-PER
5,do,O
5,contato,O
5,964851203,O
5,Não,O
5,aguento,O
5,mais,O
5,eles,O
5,entregando,O
5,droga,O
5,no,O
5,meu,O
5,bairro,B-LOC
5,Charles,I-LOC
5,Dickens,I-LOC
5,todo,O
5,final,O
5,de,O
5,semana,O
6,Assalto,O
6,de,O
6,veículo,O
6,com,O
6,vítima,B-PER
6,de,O
6,tiro,O
6,na,O
6,Rua,B-LOC
6,Pinto,I-LOC
6,Teles,I-LOC
6,",",I-LOC
6,1231,I-LOC
6,.,O
6,Assaltante,B-PER
6,levou,O
6,veículo,O
6,da,O
6,vítima,B-PER
6,e,O
6,atirou,O
6,nas,O
6,suas,O
6,costas,O
6,a,O
6,queima,O
6,roupa,O
6,e,O
6,o,O
6,projétil,O
6,saiu,O
6,por,O
6,outro,O
6,orifício,O
6,nas,O
6,costas,O
6,.,O
7,Emanuel,B-PER
7,conhecido,I-PER
7,como,I-PER
7,Tico,I-PER
7,Assaltante,B-PER
7,perigoso,O
7,Reconheci,O
7,esse,O
7,vagabundo,B-PER
7,Me,O
7,roubou,O
7,na,O
7,Rodovia,B-LOC
7,presidente,I-LOC
7,Dutra,I-LOC
7,altura,I-LOC
7,do,I-LOC
7,Motel,I-LOC
7,medieval,I-LOC
7,Levaram,O
7,tudo,O
7,meu,O
7,na,O
7,PRENDAM,O
7,ESSE,O
7,VAGABUNDO,B-PER
7,SAFADO,O
7,ELE,B-PER
7,TENQUE,O
7,SER,O
7,PRESO,O
8,Já,O
8,é,O
8,a,O
8,terceira,O
8,vez,O
8,que,O
8,envio,O
8,mensagem,O
8,para,O
8,o,O
8,aplicativo,O
8,pois,O
8,não,O
8,tive,O
8,êxodo,O
8,no,O
8,envio,O
8,pois,O
8,os,O
8,policiais,B-PER
8,nem,O
8,passaram,O
8,aqui,O
8,.,O
8,pois,O
8,estão,O
8,usando,O
8,drogas,O
8,ao,O
8,ar,O
8,livre,O
8,no,O
8,meio,O
8,da,O
8,rua,O
8,e,O
8,vendendo,O
8,drogas,O
8,é,O
8,estão,O
8,desrespeitando,O
8,moradores,B-PER
8,e,O
8,crianças,B-PER
8,.,O
9,Avistei,O
9,o,O
9,veiculo,O
9,onix,O
9,de,O
9,placa,O
9,LRS,O
9,8021,O
9,roubado,O
9,ontem,O
9,em,O
9,duque,B-LOC
9,de,I-LOC
9,caxias,I-LOC
9,circulando,O
9,com,O
9,as,O
9,placas,O
9,cobertas,O
9,no,O
9,complexo,B-LOC
9,da,I-LOC
9,mare,I-LOC
9,na,O
9,regiao,O
9,conhecida,O
9,como,O
9,parque,B-LOC
9,uniao,I-LOC
9,por,O
9,volta,O
9,das,O
9,4h,O
9,da,O
9,manha,O
9,de,O
9,hoje,O
9,20/09/2016,O
10,Começo,O
10,a,O
10,me,O
10,perguntar,O
10,se,O
10,isso,O
10,aqui,O
10,funciona,O
10,pois,O
10,TODOS,O
10,OS,O
10,DIAS,O
10,é,O
10,a,O
10,mesma,O
10,coisa,O
10,consumo,O
10,e,O
10,venda,O
10,de,O
10,drogas,O
10,!,O
10,!,O
10,!,O
10,PELO,O
10,AMOR,O
10,DE,O
10,DEUS,O
10,!,O
10,!,O
10,!,O
10,DÁ,O
10,PRA,O
10,RESOLVER,O
10,ISSO,O
10,OU,O
10,Não,O
10,?,O
11,As,O
11,fracções,O
11,TCP,B-ORG
11,e,O
11,ADA,B-ORG
11,estão,O
11,querendo,O
11,realizar,O
11,um,O
11,baile,O
11,funk,O
11,no,O
11,final,O
11,da,O
11,Rua,B-LOC
11,Laurindo,I-LOC
11,Filho,I-LOC
11,em,O
11,Cavalcante,B-LOC
11,.,O
11,E,O
11,pior,O
11,é,O
11,que,O
11,tem,O
11,indícios,O
11,de,O
11,que,O
11,o,O
11,batalhão,B-ORG
11,da,O
11,área,O
11,está,O
11,sabendo,O
11,e,O
11,que,O
11,levará,O
11,propina,O
11,de,O
11,R$3,O
11,.,O
11,000,O
11,",",O
11,00,O
11,por,O
11,baile,O
11,realizado,O
11,.,O
11,Sem,O
11,contar,O
11,com,O
11,as,O
11,motos,O
11,roubadas,O
11,circulando,O
11,no,O
11,bairro,B-LOC
11,.,O
11,Desde,O
11,já,O
11,agradeço,O
11,.,O
12,Traficante,B-PER
12,Galo,I-PER
12,",",O
12,atual,O
12,chefe,B-PER
12,da,O
12,vila,B-LOC
12,aliança,I-LOC
12,.,O
12,.,O
12,.,O
12,vocês,O
12,precisam,O
12,mandar,O
12,uma,O
12,mega,O
12,operação,O
12,.,O
12,.,O
12,.,O
12,ele,B-PER
12,fica,O
12,nas,O
12,localidades,B-LOC
12,conhecidas,O
12,como,O
12,tiroteio,O
12,e,O
12,adidas,O
12,.,O
12,.,O
12,.,O
12,mandem,O
12,bope,B-ORG
12,",",O
12,choque,B-ORG
12,e,O
12,bac,B-ORG
12,.,O
12,.,O
12,.,O
12,eles,B-PER
12,estão,O
12,acabando,O
12,com,O
12,a,O
12,favela,B-LOC
13,Colocação,O
13,de,O
13,barras,O
13,de,O
13,ferro,O
13,por,O
13,traficantes,B-PER
13,impedindo,O
13,a,O
13,entrada,O
13,e,O
13,saída,O
13,dos,O
13,moradores,B-PER
13,com,O
13,seus,O
13,carros,O
13,.,O
14,Carro,O
14,roubado,O
14,no,O
14,morro,B-LOC
14,boa,I-LOC
14,vista,I-LOC
14,no,O
14,fonseca,B-LOC
14,Niterói,I-LOC
15,Aqui,O
15,na,O
15,Rua,B-LOC
15,da,I-LOC
15,Torre,I-LOC
15,com,O
15,a,O
15,rua,B-LOC
15,Marques,I-LOC
15,de,I-LOC
15,Abrantes,I-LOC
15,em,O
15,frente,O
15,au,O
15,bar,B-LOC
15,do,I-LOC
15,sansao,I-LOC
15,tem,O
15,uma,O
15,boca,O
15,",",O
15,de,O
15,fumo,O
15,bem,O
15,perigoso,O
15,homem,B-PER
15,armado,I-PER
15,hoje,O
15,aqui,O
15,próximo,O
15,a,O
15,uns,O
15,800,O
15,mts,O
15,mataram,O
15,um,O
15,policial,B-PER
15,isso,O
15,tem,O
15,que,O
15,acabar,O
16,Pode,O
16,ser,O
16,visto,O
16,agora,O
16,na,O
16,vila,B-LOC
16,São,I-LOC
16,José,I-LOC
16,bairro,I-LOC
16,Pantanal,I-LOC
16,o,O
16,ladrão,B-PER
16,de,O
16,carga,O
16,Ricardinho,B-PER
16,com,O
16,vários,O
16,elementos,B-PER
16,armados,I-PER
16,o,O
16,mesmo,O
16,está,O
16,fazendo,O
16,vários,O
16,roubos,O
16,de,O
16,cargas,O
16,na,O
16,região,B-LOC
16,tendo,O
16,como,O
16,cúmplice,B-PER
16,o,O
16,assessor,B-PER
16,do,I-PER
16,vereador,I-PER
16,Guilherme,I-PER
16,de,O
16,nome,O
16,Artur,B-PER
16,como,O
16,seu,O
16,braço,O
16,direito,O
17,Ja,O
17,completou,O
17,uma,O
17,semana,O
17,em,O
17,que,O
17,homens,B-PER
17,estao,O
17,desmatando,O
17,uma,O
17,area,O
17,grande,O
17,sem,O
17,licença,O
17,ambiental,O
17,na,O
17,minha,O
17,rua,B-LOC
17,sao,O
17,varios,O
17,tipos,O
17,de,O
17,arvores,O
17,dentre,O
17,elas,O
17,eucaliptos,O
17,centenarios,O
17,estao,O
17,acabando,O
17,com,O
17,tudo,O
17,!,O
18,Avisar,O
18,que,O
18,a,O
18,comunidade,B-LOC
18,da,I-LOC
18,palmeira,I-LOC
18,e,O
18,morro,B-LOC
18,santo,I-LOC
18,cristo,I-LOC
18,em,O
18,niteroi,B-LOC
18,estão,O
18,subornando,O
18,a,O
18,PM,B-ORG
18,pagando,O
18,proprina,O
18,e,O
18,avisando,O
18,quando,O
18,vai,O
18,ter,O
18,operação,O
18,no,O
18,local,O
18,.,O
18,Eles,B-PER
18,veem,O
18,em,O
18,1,O
18,camburão,O
18,.,O
18,Varios,O
18,veiculos,O
18,principalmente,O
18,motos,O
18,usados,O
18,para,O
18,cometer,O
18,crime,O
18,na,O
18,região,B-LOC
18,oceanica,I-LOC
18,de,I-LOC
18,niteroi,I-LOC
18,.,O
19,Ontem,O
19,passando,O
19,pelo,O
19,viaduto,B-LOC
19,são,I-LOC
19,Pedro,I-LOC
19,vindo,O
19,dá,O
19,direção,O
19,de,O
19,Botafogo,B-LOC
19,por,O
19,volta,O
19,de,O
19,21,O
19,horas,O
19,percebi,O
19,um,O
19,carro,O
19,estacionado,O
19,próximo,O
19,a,O
19,praça,B-LOC
19,de,I-LOC
19,santo,I-LOC
19,Cristo,I-LOC
19,com,O
19,três,O
19,ou,O
19,mais,O
19,não,O
19,deu,O
19,para,O
19,perceber,O
19,direito,O
19,c,O
19,armas,O
19,de,O
19,fogo,O
19,pistola,O
19,e,O
19,fuzis,O
20,Peguei,O
20,um,O
20,táxi,O
20,kyi7922,O
20,cobalt,O
20,motorista,B-PER
20,engrassadinho,O
20,notei,O
20,uma,O
20,arma,O
20,pratiada,O
20,encaixo,O
20,dele,O
20,na,O
20,perna,O
21,Homens,B-PER
21,armados,I-PER
21,todos,O
21,os,O
21,dias,O
21,24h,O
21,na,O
21,minha,O
21,porta,O
21,vendendo,O
21,drogas,O
22,Relato,O
22,que,O
22,todos,O
22,os,O
22,dias,O
22,na,O
22,rua,B-LOC
22,barao,I-LOC
22,de,I-LOC
22,Petropolis,I-LOC
22,no,O
22,Rio,B-LOC
22,comprido,I-LOC
22,na,O
22,entrada,O
22,do,O
22,acesso,O
22,à,O
22,favelinha,O
22,existe,O
22,uma,O
22,nova,O
22,de,O
22,fumo,O
22,.,O
22,Nós,O
22,moradores,B-PER
22,não,O
22,podemos,O
22,sair,O
22,de,O
22,casa,B-LOC
22,.,O
22,Estamos,O
22,apavorados,O
22,pois,O
22,temos,O
22,que,O
22,ficar,O
22,ouvindo,O
22,esses,O
22,marginais,B-PER
22,andar,O
22,de,O
22,moto,O
22,e,O
22,gritar,O
22,que,O
22,estão,O
22,vendendo,O
22,drogas,O
22,.,O
23,Mara,B-PER
23,e,O
23,Dodô,B-PER
23,e,O
23,mais,O
23,dois,O
23,homens,B-PER
23,que,O
23,tiraram,O
23,a,O
23,vida,O
23,do,O
23,policial,B-PER
23,em,O
23,são,B-LOC
23,João,I-LOC
23,de,I-LOC
23,Meriti,I-LOC
23,no,O
23,largo,B-LOC
23,do,I-LOC
23,Guedes,I-LOC
23,eles,B-PER
23,ficam,O
23,no,O
23,morro,B-LOC
23,do,I-LOC
23,amor,I-LOC
23,no,O
23,iris,B-LOC
23,e,O
23,no,O
23,morro,B-LOC
23,do,I-LOC
23,fumace,I-LOC
23,na,O
23,venda,B-LOC
23,velha,I-LOC
24,Tem,O
24,gente,B-PER
24,vendendo,O
24,maconha,O
24,",",O
24,cocaina,O
24,e,O
24,crack,O
24,na,O
24,minha,O
24,rua,B-LOC
24,.,O
25,Uns,O
25,dos,O
25,homens,B-PER
25,que,O
25,mataram,O
25,o,O
25,policial,B-PER
25,em,O
25,são,B-LOC
25,João,I-LOC
25,de,I-LOC
25,Meriti,I-LOC
25,está,O
25,no,O
25,morro,B-LOC
25,do,I-LOC
25,amor,I-LOC
25,no,O
25,jardim,B-LOC
25,iris,I-LOC
25,vulgo,O
25,Mara,B-PER
25,do,I-PER
25,santuário,I-PER
25,ou,O
25,titio,B-PER
25,e,O
25,Dodô,B-PER
26,Veiculo,O
26,branco,O
26,a,O
26,uma,O
26,semana,O
26,parada,O
26,no,O
26,mesmo,O
26,local,B-LOC
26,fruto,O
26,de,O
26,fulga,O
26,.,O
27,Visão,O
27,própria,O
27,escura,O
27,quando,O
27,induzido,O
27,à,O
27,delitos,O
27,",",O
27,ilícitos,O
27,ou,O
27,indignidades,O
27,.,O
27,Quando,O
27,sem,O
27,baixa,O
27,resistência,O
27,ocupo-me,O
27,com,O
27,mente,O
27,no,O
27,YouTube,B-ORG
27,e,O
27,Facebook,B-ORG
27,desta,O
27,conta,O
27,de,O
27,email,O
27,:,O
27,luciocllima,O
27,.,O
27,riorj@gmail,O
27,.,O
27,com,O
27,Indivíduo,B-PER
27,com,O
27,anestesia,O
27,emocional,O
27,como,O
27,antigo,O
27,e,O
27,primeiro,O
27,Lúcio,B-PER
27,Cláudio,I-PER
27,Lima,I-PER
27,no,O
27,antigo,O
27,Morro,B-LOC
27,Casa,I-LOC
27,Branca,I-LOC
27,acesso,O
27,R,B-LOC
27,.,I-LOC
27,São,I-LOC
27,Miguel,I-LOC
27,118/130,I-LOC
27,Marechal,B-LOC
27,Trompovisky,I-LOC
27,próximo,O
27,Av,B-LOC
27,.,I-LOC
27,Maracanã,I-LOC
27,Tijuca,B-LOC
27,.,O
28,Tráfico,O
28,de,O
28,drogas,O
28,e,O
28,depósito,O
28,de,O
28,alimentos,O
28,clandestino,O
28,das,O
28,barraquinhas,O
28,de,O
28,comida,O
28,da,O
28,passarela,B-LOC
28,da,I-LOC
28,barra,I-LOC
28,.,O
28,Comidas,O
28,vencidas,O
28,e,O
28,diversos,O
28,animais,O
28,no,O
28,local,B-LOC
28,além,O
28,do,O
28,tráfico,O
28,de,O
28,drogas,O
29,Marginais,B-PER
29,armados,I-PER
29,de,O
29,pistolas,O
29,promovendo,O
29,baile,O
29,funk,O
29,e,O
29,vendendo,O
29,drogas,O
29,no,O
29,condomínio,B-LOC
29,habitacional,I-LOC
29,minha,I-LOC
29,casa,I-LOC
29,minha,I-LOC
29,vida,I-LOC
29,ameaçando,O
29,moradores,B-PER
29,e,O
29,colocando,O
29,barricadas,O
29,nas,O
29,ruas,B-LOC
29,do,O
29,bairro,B-LOC
29,que,O
29,no,O
29,momento,O
29,está,O
29,com,O
29,várias,O
29,ruas,B-LOC
29,bloqueadas,O
29,.,O
30,Gostaria,O
30,de,O
30,denunciar,O
30,três,B-PER
30,vagabundos,I-PER
30,que,O
30,estão,O
30,entrando,O
30,nas,O
30,residências,B-LOC
30,das,O
30,pessoas,B-PER
30,",",O
30,isso,O
30,vem,O
30,acontecendo,O
30,na,O
30,rua,B-LOC
30,José,I-LOC
30,Marques,I-LOC
30,centro,I-LOC
30,queimados,I-LOC
30,",",O
30,os,O
30,vagabundos,B-PER
30,são,O
30,usuários,B-PER
30,de,I-PER
30,drogas,I-PER
30,.,O
30,Um,O
30,atende,O
30,como,O
30,Vandinho,B-PER
30,o,O
30,outro,O
30,como,O
30,Maicon,B-PER
30,",",O
30,o,O
30,terceiro,O
30,é,O
30,um,O
30,homem,B-PER
30,jovem,I-PER
30,negro,I-PER
30,ex,B-PER
30,presidiário,I-PER
30,",",O
30,tem,O
30,1,O
30,",",O
30,70,O
30,",",O
30,magro,O
30,.,O
30,Ambos,B-PER
30,são,O
30,moradores,B-PER
30,da,O
30,mesma,O
30,rua,B-LOC
30,",",O
30,o,O
30,Maicon,B-PER
30,é,O
30,neto,O
30,do,O
30,sr,B-PER
30,Severino,I-PER
30,e,O
30,está,O
30,andando,O
30,com,O
30,uma,O
30,faca,O
30,pela,O
30,rua,B-LOC
31,Bar,I-LOC
31,da,I-LOC
31,da,I-LOC
31,Sônia,I-LOC
31,toda,O
31,sábado,O
31,pra,O
31,domingo,O
31,têm,O
31,baile,O
31,funk,O
31,pra,O
31,venda,O
31,de,O
31,drogas,O
31,.,O
31,Rua,B-LOC
31,Carolina,I-LOC
31,Nunes,I-LOC
31,em,I-LOC
31,frente,I-LOC
31,ao,I-LOC
31,campo,I-LOC
31,da,I-LOC
31,caixa,I-LOC
31,água,I-LOC
31,Vilá,B-LOC
31,Tiradentes,I-LOC
31,são,B-LOC
31,João,I-LOC
31,de,I-LOC
31,Meriti,I-LOC
31,desfile,O
31,de,O
31,armas,O
31,brigas,O
31,confusão,O
31,.,O
31,Área,O
31,do,O
31,21bpm,B-ORG
31,.,O
31,horario,O
31,quê,O
31,ocorre,O
31,apartir,O
31,de,O
31,00,O
31,:,O
31,00,O
31,horas,O
31,até,O
31,pela,O
31,manhã,O
31,de,O
31,domingo,O
32,Os,O
32,traficantes,B-PER
32,da,O
32,comunidade,B-LOC
32,estão,O
32,abusando,O
32,de,O
32,poder,O
32,na,O
32,comunidade,B-LOC
32,vizinha,I-LOC
32,",",O
32,do,O
32,triângulo,O
32,em,O
32,Deodoro,B-LOC
32,(,O
32,Atras,O
32,do,O
32,SEST/SENAT,B-ORG
32,),O
32,",",O
32,os,O
32,traficantes,B-PER
32,estão,O
32,portando,O
32,fuzil,O
